"id","title","link","gtn","description","image_link","brand","price","availability","condition"
"A62","Durovin Bathroom Wall Hung Stainless Steel Towel Rail 600mm","https://www.durovinbathrooms.com/wall-hung-stainless-steel-towel-rail-600mm","3881348275766","Durovin Bathroom Wall Hung Stainless Steel Towel Rail 600Mm","https://www.durovinbathrooms.com/pub/media/catalog/product//a/6/a62.jpg","Durovin Bathrooms","25.70","out of stock","new"
"A87","Contemporary Square Wall Mounted Chrome Bathroom Towel Rail 600mm","https://www.durovinbathrooms.com/wall-mounted-bathroom-towel-rail-600mm","3881427337576","Durovin Square Wall Mounted Chrome Bathroom Towel Rail 600mm","https://www.durovinbathrooms.com/pub/media/catalog/product//7/0/708.jpg","Durovin Bathrooms","28.83","in stock","new"
"A89","Sleek Curved Wall Mounted Chrome Bathroom Towel Rail","https://www.durovinbathrooms.com/curved-wall-mounted-bathroom-towel-rail","3881431478371","Durovin Curved Wall Mounted Chrome Bathroom Towel Rail","https://www.durovinbathrooms.com/pub/media/catalog/product//t/o/towel_rail_mma1708_1.jpg","Durovin Bathrooms","29.86","in stock","new"
"B48","Designer Chrome Wall Hung Bathroom Robe Hook","https://www.durovinbathrooms.com/wall-hung-bathroom-robe-hook","3881643024281","Durovin Designer Chrome Wall Hung Bathroom Robe Hook","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_75_6.jpg","Durovin Bathrooms","19.56","out of stock","new"
"A01&B50","4G01W - 100x100x4 - Square Acrylic Shower Tray (FARO1)","https://www.durovinbathrooms.com/square-acrylic-shower-tray-all-size","3887202739795","Lucia Range Square Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_78.jpg","Durovin Bathrooms","110.20","in stock","new"
"C05&B50","4G01W - 75x75x4 - Square Acrylic Shower Tray (FARO1)","https://www.durovinbathrooms.com/square-acrylic-shower-tray-all-size","7434936421425","Lucia Range Square Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_1_19.jpg","Durovin Bathrooms","80.24","in stock","new"
"C06&B50","4G01W - 70x70x4 - Square Acrylic Shower Tray (FARO1)","https://www.durovinbathrooms.com/square-acrylic-shower-tray-all-size","7434936421432","Lucia Range Square Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_78.jpg","Durovin Bathrooms","74.89","in stock","new"
"C08&B50","4G01W - 90x90x4 - Square Acrylic Shower Tray (FARO1)","https://www.durovinbathrooms.com/square-acrylic-shower-tray-all-size","7434936421456","Lucia Range Square Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_78.jpg","Durovin Bathrooms","99.50","in stock","new"
"C09&B50","4G01W - 80x80x4 - Square Acrylic Shower Tray (FARO1)","https://www.durovinbathrooms.com/square-acrylic-shower-tray-all-size","7434936421463","Lucia Range Square Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_78.jpg","Durovin Bathrooms","90.94","in stock","new"
"A02&B50","4G04W - 90x140x4 - Rectangle Acrylic Shower Tray (FARO2)","https://www.durovinbathrooms.com/rectangular-acrylic-shower-tray-all-size","3887206492238","Lucia Range Rectangle Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_4.jpg","Durovin Bathrooms","147.65","in stock","new"
"A03&B50","4G04W - 80x140x4 - Rectangle Acrylic Shower Tray (FARO2)","https://www.durovinbathrooms.com/rectangular-acrylic-shower-tray-all-size","3887218315822","Lucia Range Rectangle Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_4.jpg","Durovin Bathrooms","136.95","in stock","new"
"A04&B50","4G04W - 90x120x4 - Rectangle Acrylic Shower Tray (FARO2)","https://www.durovinbathrooms.com/rectangular-acrylic-shower-tray-all-size","3887222072988","Lucia Range Rectangle Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_4.jpg","Durovin Bathrooms","131.60","in stock","new"
"A05&B50","4G04W - 80x120x4 - Rectangle Acrylic Shower Tray (FARO2)","https://www.durovinbathrooms.com/rectangular-acrylic-shower-tray-all-size","3887223529900","Lucia Range Rectangle Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_4.jpg","Durovin Bathrooms","120.90","in stock","new"
"A06&B50","4G04W - 80x100x4 - Rectangle Acrylic Shower Tray (FARO2)","https://www.durovinbathrooms.com/rectangular-acrylic-shower-tray-all-size","3887226755719","Lucia Range Rectangle Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_4.jpg","Durovin Bathrooms","99.50","in stock","new"
"C07&B50","4G04W - 80x90x4 - Rectangle Acrylic Shower Tray (FARO2)","https://www.durovinbathrooms.com/rectangular-acrylic-shower-tray-all-size","7434936421449","Lucia Range Rectangle Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_4.jpg","Durovin Bathrooms","96.29","in stock","new"
"C10&B50","4G04W - 90x100x4 - Rectangle Acrylic Shower Tray (FARO2)","https://www.durovinbathrooms.com/rectangular-acrylic-shower-tray-all-size","7434936421470","Lucia Range Rectangle Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_4.jpg","Durovin Bathrooms","110.20","in stock","new"
"E02&B50","4G04W 70x120x4 Rectangle Acrylic Shower Tray (FARO2)","https://www.durovinbathrooms.com/rectangular-acrylic-shower-tray-all-size","7434936824806","Lucia Range Rectangle Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_4.jpg","Durovin Bathrooms","110.20","in stock","new"
"E03&B50","4G04W 70x90x4 Rectangle Acrylic Shower Tray (FARO2)","https://www.durovinbathrooms.com/rectangular-acrylic-shower-tray-all-size","7434936824813","Lucia Range Rectangle Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_4.jpg","Durovin Bathrooms","85.59","in stock","new"
"E04&B50","4G04W 70x100x4 Rectangle Acrylic Shower Tray (FARO2)","https://www.durovinbathrooms.com/rectangular-acrylic-shower-tray-all-size","7434936824820","Lucia Range Rectangle Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_4.jpg","Durovin Bathrooms","90.94","in stock","new"
"E05&B50","4G04W 70x80x4 Rectangle Acrylic Shower Tray (FARO2)","https://www.durovinbathrooms.com/rectangular-acrylic-shower-tray-all-size","7434936824837","Lucia Range Rectangle Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_4.jpg","Durovin Bathrooms","80.24","in stock","new"
"E07&B50","4G04W 100x120x4 Rectangle Acrylic Shower Tray (FARO2)","https://www.durovinbathrooms.com/rectangular-acrylic-shower-tray-all-size","7434936824851","Lucia Range Rectangle Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_4.jpg","Durovin Bathrooms","142.30","in stock","new"
"E57&B50","4G04W 80x110x4 - Rectangle Acrylic Shower Tray (FARO2)","https://www.durovinbathrooms.com/rectangular-acrylic-shower-tray-all-size","7434936525529","Lucia Range Rectangle Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_4.jpg","Durovin Bathrooms","104.85","in stock","new"
"F21&B50","4G04W 800 x 750 - Rectangle Acrylic Shower Tray (FARO2)","https://www.durovinbathrooms.com/rectangular-acrylic-shower-tray-all-size","7434936626646","Lucia Range Rectangle Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_4.jpg","Durovin Bathrooms","69.00","out of stock","new"
"F22&B50","4G04W 900 x 750 - Rectangle Acrylic Shower Tray (FARO2)","https://www.durovinbathrooms.com/rectangular-acrylic-shower-tray-all-size","7434936626653","Lucia Range Rectangle Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_4.jpg","Durovin Bathrooms","96.79","out of stock","new"
"F23&B50","4G04W 1000 x 750 - Rectangle Acrylic Shower Tray (FARO2)","https://www.durovinbathrooms.com/4g04w-1000-x-750-rectangle-acrylic-shower-tray-faro2","7434936626660","<p> 4G04W  </p>",\N,"Durovin Bathrooms","74.15","out of stock","new"
"F24&B50","4G04W 1200 x 750 - Rectangle Acrylic Shower Tray (FARO2)","https://www.durovinbathrooms.com/rectangular-acrylic-shower-tray-all-size","7434936626677","Lucia Range Rectangle Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_4.jpg","Durovin Bathrooms","76.21","out of stock","new"
"E06&B50","Lucia05 4G05W 1000x1000x4 Pentagonal Acrylic Shower Tray (FARO5)","https://www.durovinbathrooms.com/pentagonal-acrylic-shower-tray-all-size","7434936824844","Lucia Range Pentagonal Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_7.jpg","Durovin Bathrooms","115.55","in stock","new"
"E56&B50","Lucia05 4G05W 90x90x4 - Pentagonal Acrylic Shower Tray (FARO5)","https://www.durovinbathrooms.com/pentagonal-acrylic-shower-tray-all-size","7434936525512","Lucia Range Pentagonal Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_7.jpg","Durovin Bathrooms","104.85","in stock","new"
"C19&B50","4G02W - 90x90x4 - Quadrant Acrylic Shower Tray (FARO3)","https://www.durovinbathrooms.com/quadrant-acrylic-shower-tray-all-size","7434936521507","Lucia Range Quadrant Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_6.jpg","Durovin Bathrooms","99.50","in stock","new"
"C20&B50","4G02W - 80x80x4 - Quadrant Acrylic Shower Tray (FARO3)","https://www.durovinbathrooms.com/quadrant-acrylic-shower-tray-all-size","7434936521514","Lucia Range Quadrant Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_6.jpg","Durovin Bathrooms","90.94","in stock","new"
"E09&B50","4G02W 100x100x4 Quadrant Acrylic Shower Tray (FARO3)","https://www.durovinbathrooms.com/quadrant-acrylic-shower-tray-all-size","7434936824875","Lucia Range Quadrant Shape Acrylic Shower Tray Free Waste Multiple Size","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_6.jpg","Durovin Bathrooms","110.20","in stock","new"
"D71&B50","4A01W 80x80x4 AR - Square Acrylic Tray Gripy Non Slip (LUCIA)","https://www.durovinbathrooms.com/square-non-slip-acrylic-shower-tray","7434936524577","Lucia Range Square Shape Non Slip Acrylic Shower Tray Free Waste Multiple Size ","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_8.jpg","Durovin Bathrooms","90.94","in stock","new"
"D75&B50","4A01W 90x90x4 AR - Square Acrylic Tray Gripy Non Slip (LUCIA)","https://www.durovinbathrooms.com/square-non-slip-acrylic-shower-tray","7434936624604","Lucia Range Square Shape Non Slip Acrylic Shower Tray Free Waste Multiple Size ","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_8.jpg","Durovin Bathrooms","99.50","in stock","new"
"F38&B50","4A01W 100x100x4 AR - Square Acrylic Tray Gripy Non Slip (LUCIA)","https://www.durovinbathrooms.com/square-non-slip-acrylic-shower-tray","7434936826817","Lucia Range Square Shape Non Slip Acrylic Shower Tray Free Waste Multiple Size ","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_8.jpg","Durovin Bathrooms","110.20","in stock","new"
"D72&B50","4A04W 80x120x4 AR - Rectangle Acrylic Tray Gripy Non Slip (LUCIA)","https://www.durovinbathrooms.com/rectangular-anti-slip-acrylic-shower-tray","7434936524584","Lucia Range Rectangle Shape Non Slip Acrylic Shower Tray Free Waste Multiple Size ","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_16.jpg","Durovin Bathrooms","120.90","in stock","new"
"D73&B50","4A04W 90x120x4 AR - Rectangle Acrylic Tray Gripy Non Slip (LUCIA)","https://www.durovinbathrooms.com/rectangular-anti-slip-acrylic-shower-tray","7434936524591","Lucia Range Rectangle Shape Non Slip Acrylic Shower Tray Free Waste Multiple Size ","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_16.jpg","Durovin Bathrooms","131.60","in stock","new"
"E08&B50","4A04W 80x100x4 AR Rectangle Acrylic Shower Tray Non Slip (LUCIA)","https://www.durovinbathrooms.com/rectangular-anti-slip-acrylic-shower-tray","7434936824868","Lucia Range Rectangle Shape Non Slip Acrylic Shower Tray Free Waste Multiple Size ","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_16.jpg","Durovin Bathrooms","99.50","out of stock","new"
"F27&B50","4A04W 800 x 700 AR - Rectangle Acrylic Shower Tray Non Slip (LUCIA)","https://www.durovinbathrooms.com/rectangular-anti-slip-acrylic-shower-tray","7434936726704","Lucia Range Rectangle Shape Non Slip Acrylic Shower Tray Free Waste Multiple Size ","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_16.jpg","Durovin Bathrooms","80.24","in stock","new"
"F28&B50","4A04W 800 x 750 AR - Rectangle Acrylic Shower Tray Non Slip (LUCIA)","https://www.durovinbathrooms.com/rectangular-anti-slip-acrylic-shower-tray","7434936726711","Lucia Range Rectangle Shape Non Slip Acrylic Shower Tray Free Waste Multiple Size ","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_16.jpg","Durovin Bathrooms","71.02","out of stock","new"
"F29&B50","4A04W 900 x 700 AR - Rectangle Acrylic Shower Tray Non Slip (LUCIA)","https://www.durovinbathrooms.com/rectangular-anti-slip-acrylic-shower-tray","7434936726728","Lucia Range Rectangle Shape Non Slip Acrylic Shower Tray Free Waste Multiple Size ","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_16.jpg","Durovin Bathrooms","85.59","in stock","new"
"F30&B50","4A04W 900 x 750 AR - Rectangle Acrylic Shower Tray Non Slip (LUCIA)","https://www.durovinbathrooms.com/rectangular-anti-slip-acrylic-shower-tray","7434936726735","Lucia Range Rectangle Shape Non Slip Acrylic Shower Tray Free Waste Multiple Size ","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_16.jpg","Durovin Bathrooms","72.05","out of stock","new"
"F31&B50","4A04W 900 x 800 AR - Rectangle Acrylic Shower Tray Non Slip (LUCIA)","https://www.durovinbathrooms.com/rectangular-anti-slip-acrylic-shower-tray","7434936726742","Lucia Range Rectangle Shape Non Slip Acrylic Shower Tray Free Waste Multiple Size ","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_16.jpg","Durovin Bathrooms","96.29","in stock","new"
"F32&B50","4A04W 1000 x 700 AR - Rectangle Acrylic Shower Tray Non Slip (LUCIA)","https://www.durovinbathrooms.com/rectangular-anti-slip-acrylic-shower-tray","7434936726759","Lucia Range Rectangle Shape Non Slip Acrylic Shower Tray Free Waste Multiple Size ","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_16.jpg","Durovin Bathrooms","90.94","in stock","new"
"F33&B50","4A04W 1000 x 900 AR - Rectangle Acrylic Shower Tray Non Slip (LUCIA)","https://www.durovinbathrooms.com/rectangular-anti-slip-acrylic-shower-tray","7434936726766","Lucia Range Rectangle Shape Non Slip Acrylic Shower Tray Free Waste Multiple Size ","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_16.jpg","Durovin Bathrooms","110.20","in stock","new"
"F34&B50","4A04W 1100 x 800 AR - Rectangle Acrylic Shower Tray Non Slip (LUCIA)","https://www.durovinbathrooms.com/rectangular-anti-slip-acrylic-shower-tray","7434936726773","Lucia Range Rectangle Shape Non Slip Acrylic Shower Tray Free Waste Multiple Size ","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_16.jpg","Durovin Bathrooms","104.85","in stock","new"
"F35&B50","4A04W 1200 x 700 AR - Rectangle Acrylic Shower Tray Non Slip (LUCIA)","https://www.durovinbathrooms.com/rectangular-anti-slip-acrylic-shower-tray","7434936726780","Lucia Range Rectangle Shape Non Slip Acrylic Shower Tray Free Waste Multiple Size ","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_16.jpg","Durovin Bathrooms","110.20","in stock","new"
"F36&B50","4A04W 1200 x 750 AR - Rectangle Acrylic Shower Tray Non Slip (LUCIA)","https://www.durovinbathrooms.com/rectangular-anti-slip-acrylic-shower-tray","7434936726797","Lucia Range Rectangle Shape Non Slip Acrylic Shower Tray Free Waste Multiple Size ","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_16.jpg","Durovin Bathrooms","81.36","out of stock","new"
"F37&B50","4A04W 1400 x 800 AR - Rectangle Acrylic Shower Tray Non Slip (LUCIA)","https://www.durovinbathrooms.com/rectangular-anti-slip-acrylic-shower-tray","7434936826800","Lucia Range Rectangle Shape Non Slip Acrylic Shower Tray Free Waste Multiple Size ","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_16.jpg","Durovin Bathrooms","102.95","out of stock","new"
"F39&B50","4A02W 800 x 800 AR - Quadrant Acrylic Shower Tray Non Slip (LUCIA)","https://www.durovinbathrooms.com/quadrant-non-slip-acrylic-shower-tray","7434936826824","Lucia Range Quadrant Shape Non Slip Acrylic Shower Tray Free Waste Multiple Size ","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_5.jpg","Durovin Bathrooms","73.12","out of stock","new"
"F40&B50","4A02W 900 x 900 AR - Quadrant Acrylic Shower Tray Non Slip (LUCIA)","https://www.durovinbathrooms.com/quadrant-non-slip-acrylic-shower-tray","7434936826831","Lucia Range Quadrant Shape Non Slip Acrylic Shower Tray Free Waste Multiple Size ","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_5.jpg","Durovin Bathrooms","99.50","in stock","new"
"F41&B50","4A02W 1000 x 1000 AR - Quadrant Acrylic Shower Tray Non Slip (LUCIA)","https://www.durovinbathrooms.com/quadrant-non-slip-acrylic-shower-tray","7434936826848","Lucia Range Quadrant Shape Non Slip Acrylic Shower Tray Free Waste Multiple Size ","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_5.jpg","Durovin Bathrooms","85.48","out of stock","new"
"B87","QSG1009 - R/500 Shower Drain - Black Glass Tile","https://www.durovinbathrooms.com/floor-shower-drain-glass-tile","7434936654663","Linear walk-in shower drain with tile cover offers easy to clean and various sizes for all tiled shower floors which give you peace of mind of wet room cleaning routines.","https://www.durovinbathrooms.com/pub/media/catalog/product//0/2/02_44_1.jpg","Durovin Bathrooms","56.60","out of stock","new"
"B96","QSG1009 - R/1000 Shower Drain - Black Glass Tile","https://www.durovinbathrooms.com/floor-shower-drain-glass-tile","3881795974069","Linear walk-in shower drain with tile cover offers easy to clean and various sizes for all tiled shower floors which give you peace of mind of wet room cleaning routines.","https://www.durovinbathrooms.com/pub/media/catalog/product//0/2/02_44_1.jpg","Durovin Bathrooms","92.69","in stock","new"
"B97","QSG1009 - R/600 Shower Drain - Black Glass Tile","https://www.durovinbathrooms.com/floor-shower-drain-glass-tile","3881803709478","Linear walk-in shower drain with tile cover offers easy to clean and various sizes for all tiled shower floors which give you peace of mind of wet room cleaning routines.","https://www.durovinbathrooms.com/pub/media/catalog/product//0/2/02_44_1.jpg","Durovin Bathrooms","66.94","out of stock","new"
"B100","QSG1009 - R/900 Shower Drain - Black Glass Tile","https://www.durovinbathrooms.com/floor-shower-drain-glass-tile","3881806906133","Linear walk-in shower drain with tile cover offers easy to clean and various sizes for all tiled shower floors which give you peace of mind of wet room cleaning routines.","https://www.durovinbathrooms.com/pub/media/catalog/product//0/2/02_44_1.jpg","Durovin Bathrooms","87.54","in stock","new"
"C02","QSG1009 - R700 Shower Drain - Black Glass Tile","https://www.durovinbathrooms.com/floor-shower-drain-glass-tile","3881807126820","Linear walk-in shower drain with tile cover offers easy to clean and various sizes for all tiled shower floors which give you peace of mind of wet room cleaning routines.","https://www.durovinbathrooms.com/pub/media/catalog/product//0/2/02_44_1.jpg","Durovin Bathrooms","72.09","out of stock","new"
"C04","QSG1009 - R/800 Shower Drain - Black Glass Tile","https://www.durovinbathrooms.com/floor-shower-drain-glass-tile","3881828423212","Linear walk-in shower drain with tile cover offers easy to clean and various sizes for all tiled shower floors which give you peace of mind of wet room cleaning routines.","https://www.durovinbathrooms.com/pub/media/catalog/product//0/2/02_44_1.jpg","Durovin Bathrooms","77.24","in stock","new"
"B95","QSG1009 - Q/600 Shower Drain - Fit Own Tile","https://www.durovinbathrooms.com/wetroom-walk-in-floor-shower-drain-tile","3881794294472","Stainless steel linear shower drain, you can insert your own tile which accommodates the bathroom. A fast flow siphon waste system means the water will quickly drain away.","https://www.durovinbathrooms.com/pub/media/catalog/product//0/2/02_44_3.jpg","Durovin Bathrooms","56.64","out of stock","new"
"B98","QSG1009 - Q/1000 Shower Drain - Fit Own Tile","https://www.durovinbathrooms.com/wetroom-walk-in-floor-shower-drain-tile","3881803781061","Stainless steel linear shower drain, you can insert your own tile which accommodates the bathroom. A fast flow siphon waste system means the water will quickly drain away.","https://www.durovinbathrooms.com/pub/media/catalog/product//0/2/02_44_3.jpg","Durovin Bathrooms","82.39","out of stock","new"
"B99","QSG1009 - Q/900 Shower Drain - Fit Own Tile","https://www.durovinbathrooms.com/wetroom-walk-in-floor-shower-drain-tile","3881805395518","Stainless steel linear shower drain, you can insert your own tile which accommodates the bathroom. A fast flow siphon waste system means the water will quickly drain away.","https://www.durovinbathrooms.com/pub/media/catalog/product//0/2/02_44_3.jpg","Durovin Bathrooms","77.24","out of stock","new"
"C01","QSG1009 - Q/700 Shower Drain - Fit Own Tile","https://www.durovinbathrooms.com/wetroom-walk-in-floor-shower-drain-tile","3881806994499","Stainless steel linear shower drain, you can insert your own tile which accommodates the bathroom. A fast flow siphon waste system means the water will quickly drain away.","https://www.durovinbathrooms.com/pub/media/catalog/product//0/2/02_44_3.jpg","Durovin Bathrooms","61.79","out of stock","new"
"C03","QSG1009 - Q/800 Shower Drain - Fit Own Tile","https://www.durovinbathrooms.com/wetroom-walk-in-floor-shower-drain-tile","3881828419000","Stainless steel linear shower drain, you can insert your own tile which accommodates the bathroom. A fast flow siphon waste system means the water will quickly drain away.","https://www.durovinbathrooms.com/pub/media/catalog/product//0/2/02_44_3.jpg","Durovin Bathrooms","72.09","out of stock","new"
"D96","LSF - 700mm Shower Drain - Fit Own Tile","https://www.durovinbathrooms.com/wet-room-floor-shower-drain","3882448107834","Stainless steel linear shower drain with 600mm tile inserted will create treamlined look of the bathroom. It gives you peace of mind of wet room cleaning routines.","https://www.durovinbathrooms.com/pub/media/catalog/product//0/2/02_44_2.jpg","Durovin Bathrooms","56.64","out of stock","new"
"D97","LSF - 800mm Shower Drain - Fit Own Tile","https://www.durovinbathrooms.com/wet-room-floor-shower-drain","3882450207980","Stainless steel linear shower drain with 600mm tile inserted will create treamlined look of the bathroom. It gives you peace of mind of wet room cleaning routines.","https://www.durovinbathrooms.com/pub/media/catalog/product//0/2/02_44_2.jpg","Durovin Bathrooms","61.79","out of stock","new"
"D98","LSF - 900mm Shower Drain - Fit Own Tile","https://www.durovinbathrooms.com/wet-room-floor-shower-drain","3882456598891","Stainless steel linear shower drain with 600mm tile inserted will create treamlined look of the bathroom. It gives you peace of mind of wet room cleaning routines.","https://www.durovinbathrooms.com/pub/media/catalog/product//0/2/02_44_2.jpg","Durovin Bathrooms","66.94","out of stock","new"
"D99","LSF - 1000mm Shower Drain - Fit Own Tile","https://www.durovinbathrooms.com/wet-room-floor-shower-drain","3882463135621","Stainless steel linear shower drain with 600mm tile inserted will create treamlined look of the bathroom. It gives you peace of mind of wet room cleaning routines.","https://www.durovinbathrooms.com/pub/media/catalog/product//0/2/02_44_2.jpg","Durovin Bathrooms","77.24","out of stock","new"
"B41","Double Ended Freestanding Acrylic Bath Tub 1800 X 800mm","https://www.durovinbathrooms.com/double-ended-freestanding-acrylic-bath-tub","3881595067282","High quality dual layer fibreglass freestanding bathtub with ceramic capping, gloss glazed finish, anti limescale. Drain was placed in the centre, with overflow hole.","https://www.durovinbathrooms.com/pub/media/catalog/product//2/-/2-copy.jpg","Durovin Bathrooms","509.25","out of stock","new"
"B42","Large Double Ended Freestanding Acrylic Bath Tub 1800 X 800 X 620mm","https://www.durovinbathrooms.com/freestanding-acrylic-soaking-bath-tub","3881595325481","Modern stylish soaking bath tub, dual layer acrylic with fibreglass support, white gloss flazed finish, perfect for any modern bathroom. Overall size is 1800 x 800 x 620mm.","https://www.durovinbathrooms.com/pub/media/catalog/product//5/0/501.jpg","Durovin Bathrooms","519.75","out of stock","new"
"B43","Freestanding Acrylic Bathtub Tub Taps And Bath Shower Mixer","https://www.durovinbathrooms.com/freestanding-acrylic-bathtub-tap-shower-mixer","3881596843847","Modern sleek hotel style double ended slipper bath tub, dual layer acrylic with glossy finish, deep fill. Integrated with tap & bath shower head.","https://www.durovinbathrooms.com/pub/media/catalog/product//6/0/603.jpg","Durovin Bathrooms","567.00","out of stock","new"
"B44","Freestanding Bath Tub 1800x570x630","https://www.durovinbathrooms.com/wall-mounted-bath-tub-taps","3881607502589","Modern luxurious Durovin back to wall bath tub made by acrylic & fiberglass, stylish rectangular shape, white gloss glazed finish, integrated with tap & bath shower head.","https://www.durovinbathrooms.com/pub/media/catalog/product//1/5/15_5_2.jpg","Durovin Bathrooms","551.25","out of stock","new"
"C51","Modern Freestanding Acrylic Bath Tub 1700 X 780mm","https://www.durovinbathrooms.com/freestanding-acrylic-bath-tub","3886416490010","High quality modern double ended Durovin Bathtub with gloss glazed finish, made by dual layer fibreglass with acylic cap. Waste ki is included. Size is 1700 x 780 x 600mm","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_12.jpg","Durovin Bathrooms","540.75","out of stock","new"
"C52","Freestanding Acrylic Bathtub Tub Taps And Bath Shower Mixers","https://www.durovinbathrooms.com/freestanding-acrylic-slipper-bath-tub-taps","3881955504006","Luxury style freestanding Durovin bath tub, double ended with taps and bath shower mixers, curved design made by high quality acrylic & fibreglass material, strong & durable.","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00-new_1.jpg","Durovin Bathrooms","551.25","out of stock","new"
"E48","Freestanding Soaking Bath Acrylic Bath Tub 1670 X 800 X 530mm","https://www.durovinbathrooms.com/acrylic-freestanding-soaking-bath-tub","3882613543863","Hotel style modern luxurious curved soaking bath made by high quality dual layer fibreglass with ceramic capping. The size is 1670 x 800 x 530mm (LxWxH) (internal height: 450mm)","https://www.durovinbathrooms.com/pub/media/catalog/product//0/1/01_69_7.jpg","Durovin Bathrooms","519.75","out of stock","new"
"E49","Rectangle Freestanding Double Ended Acrylic Bath Tub 1800 X 800mm","https://www.durovinbathrooms.com/rectangle-free-standing-double-ended-acrylic-bath-tub-1800-x-800mm","3882617885983","Rectangular freestanding double ended Durovin Bathrooms bathtub is a high quality white gloss glazed finished, perfect for any bathroom style, made by double layer fiberglass.","https://www.durovinbathrooms.com/pub/media/catalog/product//0/0/00_77_13.jpg","Durovin Bathrooms","556.50","out of stock","new"
